"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Município";"Produto das lavouras temporárias e permanentes";"Ano";"Variável";""
"Quiterianópolis (CE)";"Centeio (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Cevada (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Cevada (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Cevada (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Cevada (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Cevada (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Chá-da-índia (folha verde)";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Chá-da-índia (folha verde)";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Chá-da-índia (folha verde)";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Chá-da-índia (folha verde)";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Chá-da-índia (folha verde)";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Coco-da-baía*";"2016";"Valor da produção (Mil Reais)";"6"
"Quiterianópolis (CE)";"Coco-da-baía*";"2017";"Valor da produção (Mil Reais)";"8"
"Quiterianópolis (CE)";"Coco-da-baía*";"2018";"Valor da produção (Mil Reais)";"6"
"Quiterianópolis (CE)";"Coco-da-baía*";"2019";"Valor da produção (Mil Reais)";"6"
"Quiterianópolis (CE)";"Coco-da-baía*";"2020";"Valor da produção (Mil Reais)";"8"
"Quiterianópolis (CE)";"Dendê (cacho de coco)";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Dendê (cacho de coco)";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Dendê (cacho de coco)";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Dendê (cacho de coco)";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Dendê (cacho de coco)";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Erva-mate (folha verde)";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Erva-mate (folha verde)";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Erva-mate (folha verde)";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Erva-mate (folha verde)";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Erva-mate (folha verde)";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Ervilha (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Ervilha (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Ervilha (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Ervilha (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Ervilha (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Fava (em grão)";"2016";"Valor da produção (Mil Reais)";"70"
"Quiterianópolis (CE)";"Fava (em grão)";"2017";"Valor da produção (Mil Reais)";"198"
"Quiterianópolis (CE)";"Fava (em grão)";"2018";"Valor da produção (Mil Reais)";"240"
"Quiterianópolis (CE)";"Fava (em grão)";"2019";"Valor da produção (Mil Reais)";"23"
"Quiterianópolis (CE)";"Fava (em grão)";"2020";"Valor da produção (Mil Reais)";"119"
"Quiterianópolis (CE)";"Feijão (em grão)";"2016";"Valor da produção (Mil Reais)";"2344"
"Quiterianópolis (CE)";"Feijão (em grão)";"2017";"Valor da produção (Mil Reais)";"1432"
"Quiterianópolis (CE)";"Feijão (em grão)";"2018";"Valor da produção (Mil Reais)";"1375"
"Quiterianópolis (CE)";"Feijão (em grão)";"2019";"Valor da produção (Mil Reais)";"1668"
"Quiterianópolis (CE)";"Feijão (em grão)";"2020";"Valor da produção (Mil Reais)";"1580"
"Quiterianópolis (CE)";"Figo";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Figo";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Figo";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Figo";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Figo";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Fumo (em folha)";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Fumo (em folha)";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Fumo (em folha)";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Fumo (em folha)";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Fumo (em folha)";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Girassol (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Girassol (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Girassol (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Girassol (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Girassol (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Goiaba";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Goiaba";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Goiaba";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Goiaba";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Goiaba";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Guaraná (semente)";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Guaraná (semente)";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Guaraná (semente)";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Guaraná (semente)";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Guaraná (semente)";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Juta (fibra)";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Juta (fibra)";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Juta (fibra)";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Juta (fibra)";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Juta (fibra)";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Laranja";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Laranja";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Laranja";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Laranja";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Laranja";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Limão";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Limão";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Limão";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Limão";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Limão";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Linho (semente)";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Linho (semente)";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Linho (semente)";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Linho (semente)";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Linho (semente)";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Maçã";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Maçã";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Maçã";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Maçã";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Maçã";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Malva (fibra)";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Malva (fibra)";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Malva (fibra)";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Malva (fibra)";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Malva (fibra)";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Mamão";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Mamão";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Mamão";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Mamão";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Mamão";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Mamona (baga)";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Mamona (baga)";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Mamona (baga)";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Mamona (baga)";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Mamona (baga)";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Mandioca";"2016";"Valor da produção (Mil Reais)";"50"
"Quiterianópolis (CE)";"Mandioca";"2017";"Valor da produção (Mil Reais)";"50"
"Quiterianópolis (CE)";"Mandioca";"2018";"Valor da produção (Mil Reais)";"118"
"Quiterianópolis (CE)";"Mandioca";"2019";"Valor da produção (Mil Reais)";"232"
"Quiterianópolis (CE)";"Mandioca";"2020";"Valor da produção (Mil Reais)";"82"
"Quiterianópolis (CE)";"Manga";"2016";"Valor da produção (Mil Reais)";"30"
"Quiterianópolis (CE)";"Manga";"2017";"Valor da produção (Mil Reais)";"26"
"Quiterianópolis (CE)";"Manga";"2018";"Valor da produção (Mil Reais)";"3"
"Quiterianópolis (CE)";"Manga";"2019";"Valor da produção (Mil Reais)";"6"
"Quiterianópolis (CE)";"Manga";"2020";"Valor da produção (Mil Reais)";"9"
"Quiterianópolis (CE)";"Maracujá";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Maracujá";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Maracujá";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Maracujá";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Maracujá";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Marmelo";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Marmelo";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Marmelo";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Marmelo";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Marmelo";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Melancia";"2016";"Valor da produção (Mil Reais)";"29"
"Quiterianópolis (CE)";"Melancia";"2017";"Valor da produção (Mil Reais)";"25"
"Quiterianópolis (CE)";"Melancia";"2018";"Valor da produção (Mil Reais)";"104"
"Quiterianópolis (CE)";"Melancia";"2019";"Valor da produção (Mil Reais)";"74"
"Quiterianópolis (CE)";"Melancia";"2020";"Valor da produção (Mil Reais)";"170"
"Quiterianópolis (CE)";"Melão";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Melão";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Melão";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Melão";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Melão";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Milho (em grão)";"2016";"Valor da produção (Mil Reais)";"3389"
"Quiterianópolis (CE)";"Milho (em grão)";"2017";"Valor da produção (Mil Reais)";"2191"
"Quiterianópolis (CE)";"Milho (em grão)";"2018";"Valor da produção (Mil Reais)";"3299"
"Quiterianópolis (CE)";"Milho (em grão)";"2019";"Valor da produção (Mil Reais)";"3730"
"Quiterianópolis (CE)";"Milho (em grão)";"2020";"Valor da produção (Mil Reais)";"2478"
"Quiterianópolis (CE)";"Noz (fruto seco)";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Noz (fruto seco)";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Noz (fruto seco)";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Noz (fruto seco)";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Noz (fruto seco)";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Palmito";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Palmito";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Palmito";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Palmito";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Palmito";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Pera";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Pera";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Pera";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Pera";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Pera";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Pêssego";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Pêssego";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Pêssego";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Pêssego";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Pêssego";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Pimenta-do-reino";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Pimenta-do-reino";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Pimenta-do-reino";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Pimenta-do-reino";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Pimenta-do-reino";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Rami (fibra)";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Rami (fibra)";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Rami (fibra)";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Rami (fibra)";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Rami (fibra)";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Sisal ou agave (fibra)";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Sisal ou agave (fibra)";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Sisal ou agave (fibra)";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Sisal ou agave (fibra)";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Sisal ou agave (fibra)";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Soja (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Soja (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Soja (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Soja (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Soja (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Sorgo (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Sorgo (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Sorgo (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Sorgo (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Sorgo (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Tangerina";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Tangerina";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Tangerina";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Tangerina";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Tangerina";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Tomate";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Tomate";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Tomate";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Tomate";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Tomate";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Trigo (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Trigo (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Trigo (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Trigo (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Trigo (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Triticale (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Triticale (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Triticale (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Triticale (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Triticale (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Tungue (fruto seco)";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Tungue (fruto seco)";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Tungue (fruto seco)";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Tungue (fruto seco)";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Tungue (fruto seco)";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Urucum (semente)";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Urucum (semente)";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Urucum (semente)";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Urucum (semente)";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Urucum (semente)";"2020";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Uva";"2016";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Uva";"2017";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Uva";"2018";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Uva";"2019";"Valor da produção (Mil Reais)";"-"
"Quiterianópolis (CE)";"Uva";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Abacate";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Abacate";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Abacate";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Abacate";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Abacate";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Abacaxi*";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Abacaxi*";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Abacaxi*";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Abacaxi*";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Abacaxi*";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Açaí";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Açaí";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Açaí";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Açaí";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Açaí";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Alfafa fenada";"2016";"Valor da produção (Mil Reais)";"..."
"Quixadá (CE)";"Alfafa fenada";"2017";"Valor da produção (Mil Reais)";"..."
"Quixadá (CE)";"Alfafa fenada";"2018";"Valor da produção (Mil Reais)";"..."
"Quixadá (CE)";"Alfafa fenada";"2019";"Valor da produção (Mil Reais)";"..."
"Quixadá (CE)";"Alfafa fenada";"2020";"Valor da produção (Mil Reais)";"..."
"Quixadá (CE)";"Algodão arbóreo (em caroço)";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Algodão arbóreo (em caroço)";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Algodão arbóreo (em caroço)";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Algodão arbóreo (em caroço)";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Algodão arbóreo (em caroço)";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Algodão herbáceo (em caroço)";"2016";"Valor da produção (Mil Reais)";"7"
"Quixadá (CE)";"Algodão herbáceo (em caroço)";"2017";"Valor da produção (Mil Reais)";"120"
"Quixadá (CE)";"Algodão herbáceo (em caroço)";"2018";"Valor da produção (Mil Reais)";"168"
"Quixadá (CE)";"Algodão herbáceo (em caroço)";"2019";"Valor da produção (Mil Reais)";"75"
"Quixadá (CE)";"Algodão herbáceo (em caroço)";"2020";"Valor da produção (Mil Reais)";"127"
"Quixadá (CE)";"Alho";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Alho";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Alho";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Alho";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Alho";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Amendoim (em casca)";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Amendoim (em casca)";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Amendoim (em casca)";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Amendoim (em casca)";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Amendoim (em casca)";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Arroz (em casca)";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Arroz (em casca)";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Arroz (em casca)";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Arroz (em casca)";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Arroz (em casca)";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Aveia (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Aveia (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Aveia (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Aveia (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Aveia (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Azeitona";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Azeitona";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Azeitona";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Azeitona";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Azeitona";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Banana (cacho)";"2016";"Valor da produção (Mil Reais)";"25"
"Quixadá (CE)";"Banana (cacho)";"2017";"Valor da produção (Mil Reais)";"61"
"Quixadá (CE)";"Banana (cacho)";"2018";"Valor da produção (Mil Reais)";"98"
"Quixadá (CE)";"Banana (cacho)";"2019";"Valor da produção (Mil Reais)";"106"
"Quixadá (CE)";"Banana (cacho)";"2020";"Valor da produção (Mil Reais)";"140"
"Quixadá (CE)";"Batata-doce";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Batata-doce";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Batata-doce";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Batata-doce";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Batata-doce";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Batata-inglesa";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Batata-inglesa";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Batata-inglesa";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Batata-inglesa";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Batata-inglesa";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Borracha (látex coagulado)";"2016";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Borracha (látex coagulado)";"2017";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Borracha (látex coagulado)";"2018";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Borracha (látex coagulado)";"2019";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Borracha (látex coagulado)";"2020";"Valor da produção (Mil Reais)";"-"
"Quixadá (CE)";"Borracha (látex líquido)";"2016";"Valor da produção (Mil Reais)";"..."
